"plataforma","condicion","video_id","y","ok","prob","etiqueta","ioi","aoc","ebt","razon"
"Youtube","Metadata","u3CxNG5M_tQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a personal experience or awareness message, no medical claims apparent."
"Youtube","Metadata","iiHAnwJo69g",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general information and awareness about mental health without promoting misinformation or unproven treatments."
"Youtube","Metadata","LRx8ldVnF4w",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a relaxing music video with no mental health information or claims."
"Youtube","Metadata","KO5guA5-jy4",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests general advice, no specific claims made"
"Youtube","Metadata","_BbDoqyU99U",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be awareness-raising and does not provide medical claims."
"Youtube","Metadata","_rOGNSnHkyc",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title does not contain any specific claims or information about mental health treatments or interventions."
"Youtube","Metadata","WCerwCy4Ig4",0,TRUE,0,0,"not violated","not violated","not violated","The video provides general advice on creating sensory-safe environments, journaling, and cultivating special interests, which are all evidence-based strategies for improving mental health in autistic individuals."
"Youtube","Metadata","FS7B6Vkoofo",1,TRUE,0,0,"not applicable","not applicable","not applicable","Video does not contain any mental health information or claims."
"Youtube","Metadata","dwkORltd-DE",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title appears to be a joke or attention-grabber, lacking any specific mental health claims."
"Youtube","Metadata","bDd5E6GHamE",0,TRUE,0,0,"not applicable","not violated","not applicable","Video provides accurate information about autism spectrum disorder, aligning with medical consensus."
"Youtube","Metadata","R2O31GUYUfc",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests a discussion on ADHD and relationships, no specific claims made"
"Youtube","Metadata","gqx9R_7XJtQ",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general support tips from a therapist's perspective without promoting unproven or misleading interventions."
"Youtube","Metadata","kLnS071dIFQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video is a music playlist with no mental health content"
"Youtube","Metadata","AZ4fJqLexQs",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote about living with ADHD, no medical claims made."
"Youtube","Metadata","pkqoMvue2J0",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote without medical claims or advice."
"Youtube","Metadata","2ruSYtdm8kQ",0,TRUE,0,0,"not applicable","not violated","not applicable","Video shares personal experience without providing false medical claims or promoting unproven treatments."
"Youtube","Metadata","TJ4vIghzCic",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be educational and informative, discussing differences between two mental health conditions."
"Youtube","Metadata","DXatP-pzUGo",0,TRUE,0,0,"not applicable","not violated","not violated","Video promotes awareness and book, but does not provide specific medical claims or interventions."
"Youtube","Metadata","klNbW287nlg",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general information on emotional triggers and resilience without promoting misinformation or unproven treatments."
"Youtube","Metadata","WSmyb4qVu0k",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video does not provide any mental health information or claims."
"Youtube","Metadata","hB5cC5X39pM",1,TRUE,0.8,1,"not applicable","violated","not applicable","Claims mental illness is 'broken' and implies spiritual warfare as a cause, contradicting medical consensus."
"Youtube","Metadata","YyK5Xv8AjZg",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal story or anecdote, not providing medical information."
"Youtube","Metadata","zGI4Ocz9XlU",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a fan-made edit with no medical claims or information."
"Youtube","Metadata","yBbPSY4Z1Bo",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a relatable commentary rather than providing mental health advice."
"Youtube","Metadata","lKphfmJJ0BQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote, not providing medical information."
"Youtube","Metadata","ksnljQ1ysUs",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses stigma around mental health without providing any medical claims or interventions."
"Youtube","Metadata","sjtEcVR0g8k",0,TRUE,0.8,1,"violated","violated","not applicable","OCD is a mental disorder, not obesity. Misuse of OCD diagnosis."
"Youtube","Metadata","RC1919tTab0",0,TRUE,0.2,0,"not applicable","not applicable","not applicable","Video title suggests awareness message, no specific claims made"
"Youtube","Metadata","qpU7Tx_ORwI",0,TRUE,0.2,0,"not applicable","not applicable","not applicable","Video title suggests surprising facts, but no specific claims made, so no clear misinformation"
"Youtube","Metadata","c9REsOZljcc",1,TRUE,0,0,"not applicable","not violated","not applicable","Video makes a claim about pharma's role in anorexia in Japan, but does not provide specific medical information to evaluate."
"Youtube","Metadata","KEykaHC-VZs",0,TRUE,0,0,"not applicable","not violated","not applicable","Video provides accurate information about Ganser Syndrome, a rare dissociative disorder, without promoting any interventions or treatments."
"Youtube","Metadata","7SwCneXlTrg",0,TRUE,0,0,"not applicable","not violated","not applicable","Video presents accurate information on mental health and its impact, citing WHO's World Mental Health Report."
"Youtube","Metadata","cDcTyTX_Jkw",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a prayer message, not providing medical advice or interventions."
"Youtube","Metadata","Aflfn6Xoz2I",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests awareness and discussion, not misinformation"
"Youtube","Metadata","pjEwV7gltsU",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title appears to be a personal anecdote, not providing medical claims."
"Youtube","Metadata","BSRmjdGv3A4",1,TRUE,0.8,1,"not applicable","violated","not applicable","Claims supernatural entities cause autism, contradicting medical consensus on autism's causes."
"Youtube","Metadata","9yuuC_7YC6k",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides general information on emotional vs mental health without promoting unproven treatments or contradicting medical consensus."
"Youtube","Metadata","MLIF5fd4hco",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video title suggests awareness message, no specific claims made"
"Youtube","Metadata","1srbIRTp0zc",0,TRUE,0,0,"not applicable","not violated","not violated","Video title suggests helpful advice, but no specific claims made."
"Youtube","Metadata","TNdMjOmtqAk",0,TRUE,0,0,"not applicable","not violated","not applicable","Video describes a common behavior in children, does not provide false medical claims or discourage evidence-based treatment."
"Youtube","Metadata","fpLA7X7qBCM",1,TRUE,1,1,"violated","violated","violated","Claims unproven cure for autism, contradicting medical consensus and discouraging evidence-based treatment."
"Youtube","Metadata","lxILJao_VAw",0,TRUE,0,0,"not applicable","not violated","not applicable","Video provides general awareness and facts about schizophrenia without making any false medical claims."
"Youtube","Metadata","iaBMUv5BJGA",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a commentary on a public figure's behavior, not providing medical advice or claims."
"Youtube","Metadata","OW2QQO8n5es",1,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal experience and awareness message, without any false medical claims."
"Youtube","Metadata","m3xLJ1-8ZhQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video is promotional and does not contain mental health information."
"Youtube","Metadata","Szew595ukwY",1,TRUE,0.9,1,"violated","violated","violated","Video promotes unproven and unscientific methods of demon removal and spiritual warfare."
"Youtube","Metadata","lQBP_zD581Q",1,TRUE,0,0,"not applicable","not applicable","not applicable","Video title and description do not provide any specific information about mental health interventions or claims."
"Youtube","Metadata","EV7tqtutZNo",0,TRUE,0,0,"not violated","not violated","not violated","Video provides general advice on time management, study skills, and mental fitness, but does not contain any misinformation or false medical claims."
"Youtube","Metadata","l2KuxKGImMw",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal, celebratory moment with no medical claims or interventions."
"Youtube","Metadata","mUjXbmsiGT4",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be an art project, not providing mental health information."
